Date,Product,Category,Region,Units_Sold,Revenue,Discount_Pct,Rating
2025-05-21,Jeans,Clothing,South,2,80.76,32.7,2.8
2025-05-21,Smartphone,Electronics,East,11,8764.8,0.4,2.3
2025-05-21,Smartphone,Electronics,North,116,78694.4,15.2,1.6
2025-05-21,T-Shirt,Clothing,North,12,223.2,25.6,3.9
2025-05-22,Olive Oil,Food,South,28,288.62,14.1,3.8
2025-05-22,Smartphone,Electronics,North,86,60062.4,12.7,2.3
2025-05-22,T-Shirt,Clothing,Central,12,227.4,24.2,2.5
2025-05-22,Throw Pillow,Home,East,138,2972.52,28.2,3.2
2025-05-22,Throw Pillow,Home,West,55,1511.4,8.4,2.5
2025-05-23,Desk Lamp,Home,North,72,3009.96,7.1,2.2
2025-05-23,Jeans,Clothing,Central,115,5133.6,25.6,3.9
2025-05-23,Olive Oil,Food,Central,98,1052.52,10.5,3.1
2025-05-23,Throw Pillow,Home,North,19,461.13,19.1,1.7
2025-05-23,Wireless Mouse,Electronics,North,35,907.73,25.9,3.5
2025-05-24,Coffee Beans,Food,Central,86,1174.93,24.1,2
2025-05-24,Jeans,Clothing,South,58,2293.32,34.1,3.1
2025-05-24,Smartphone,Electronics,South,138,72312,34.5,3.5
2025-05-24,T-Shirt,Clothing,West,120,2868,4.4,1.5
2025-05-24,T-Shirt,Clothing,West,5,95.75,23.4,1.5
2025-05-25,Headphones,Electronics,East,93,12276,12,2.5
2025-05-25,Smartphone,Electronics,East,149,103108,13.5,3.1
2025-05-25,Throw Pillow,Home,East,59,1497.42,15.4,2.6
2025-05-25,Throw Pillow,Home,North,59,1141.65,35.5,2.7
2025-05-25,Wireless Mouse,Electronics,South,83,1908.59,34.3,4.5
2025-05-26,Desk Lamp,Home,East,115,4647.15,10.2,4.9
2025-05-26,Desk Lamp,Home,East,30,850.5,37,3.3
2025-05-26,Desk Lamp,Home,West,40,1261.8,29.9,4.1
2025-05-26,Headphones,Electronics,West,1,131.25,12.5,4.6
2025-05-26,Wireless Mouse,Electronics,Central,137,4512.09,5.9,4.7
2025-05-27,Headphones,Electronics,North,74,7092.9,36.1,3.7
2025-05-27,Headphones,Electronics,South,47,4970.25,29.5,4.7
2025-05-27,Laptop,Electronics,Central,119,125521.2,12.1,1.6
2025-05-27,Olive Oil,Food,West,105,908.46,27.9,1.7
2025-05-27,T-Shirt,Clothing,East,66,1287,22,4.2
2025-05-28,Laptop,Electronics,South,114,91519.2,33.1,4
2025-05-28,Smartphone,Electronics,North,148,75420.8,36.3,3.5
2025-05-28,Throw Pillow,Home,South,122,2642.52,27.8,4.6
2025-05-28,Throw Pillow,Home,West,126,3247.02,14.1,3.9
2025-05-28,Wireless Mouse,Electronics,Central,48,1212.96,27.8,2.5
2025-05-29,Desk Lamp,Home,East,91,2891.07,29.4,1.7
2025-05-29,Laptop,Electronics,South,28,24864,26,2.1
2025-05-29,Laptop,Electronics,West,59,63720,10,3.2
2025-05-29,Olive Oil,Food,North,103,972.73,21.3,2.2
2025-05-29,T-Shirt,Clothing,East,34,721.65,15.1,2.5
2025-05-30,Desk Lamp,Home,Central,17,645.66,15.6,1.8
2025-05-30,Jeans,Clothing,North,107,5848.62,8.9,3.6
2025-05-30,Olive Oil,Food,Central,126,919.3,39.2,4.9
2025-05-30,T-Shirt,Clothing,East,138,2949.75,14.5,4.6
2025-05-30,Wireless Mouse,Electronics,East,138,3395.49,29.7,2.9
2025-05-30,Wireless Mouse,Electronics,South,27,909.09,3.8,4.5
2025-05-31,Headphones,Electronics,Central,96,10800,25,4.3
2025-05-31,Jeans,Clothing,East,101,5672.16,6.4,4.7
2025-05-31,Smartphone,Electronics,North,54,31276.8,27.6,3.6
2025-05-31,Smartphone,Electronics,South,65,45292,12.9,4.8
2025-05-31,Smartphone,Electronics,West,16,12492.8,2.4,3.9
2025-05-31,Wireless Mouse,Electronics,Central,8,244.44,12.7,3.8
2025-06-01,Coffee Beans,Food,South,111,1320.68,33.9,1.5
2025-06-01,Headphones,Electronics,North,146,20586,6,2.1
2025-06-01,Jeans,Clothing,North,90,3807,29.5,3.2
2025-06-01,Olive Oil,Food,South,69,824.69,0.4,4.7
2025-06-01,Throw Pillow,Home,North,38,705.66,38.1,4.7
2025-06-01,Wireless Mouse,Electronics,North,1,33.49,4.3,2.7
2025-06-02,Coffee Beans,Food,Central,65,1053,10,4.8
2025-06-02,Coffee Beans,Food,North,143,1593.31,38.1,2.9
2025-06-02,Desk Lamp,Home,Central,141,5298.08,16.5,1.7
2025-06-02,Laptop,Electronics,Central,150,122760,31.8,1.6
2025-06-02,Olive Oil,Food,East,51,490.21,19.9,2.5
2025-06-02,Wireless Mouse,Electronics,North,93,1966.02,39.6,4.5
2025-06-03,Coffee Beans,Food,South,102,1270.51,30.8,2.1
2025-06-03,Desk Lamp,Home,East,123,5457.51,1.4,4.3
2025-06-03,Jeans,Clothing,East,72,4147.2,4,1.8
2025-06-03,Olive Oil,Food,North,99,791.21,33.4,4.4
2025-06-03,T-Shirt,Clothing,North,115,2104.5,26.8,3.1
2025-06-03,Throw Pillow,Home,South,5,128.25,14.5,4.7
2025-06-04,Coffee Beans,Food,Central,71,833.26,34.8,1.9
2025-06-04,Headphones,Electronics,West,142,20298.9,4.7,2.1
2025-06-04,Headphones,Electronics,West,26,2843.1,27.1,4.4
2025-06-04,T-Shirt,Clothing,North,128,2025.6,36.7,1.7
2025-06-04,T-Shirt,Clothing,West,38,578.55,39.1,3.2
2025-06-04,Throw Pillow,Home,North,109,2890.68,11.6,4
2025-06-05,Headphones,Electronics,South,111,15101.55,9.3,3.5
2025-06-05,Laptop,Electronics,North,150,149400,17,2.5
2025-06-05,Laptop,Electronics,South,111,130935.6,1.7,3.4
2025-06-05,Laptop,Electronics,West,42,40219.2,20.2,3.5
2025-06-05,Smartphone,Electronics,East,15,10692,10.9,3.5
2025-06-05,Wireless Mouse,Electronics,West,9,283.5,10,4.8
2025-06-06,Coffee Beans,Food,East,64,963.07,16.4,2.8
2025-06-06,Headphones,Electronics,West,110,11797.5,28.5,3.6
2025-06-06,Olive Oil,Food,East,44,507.94,3.8,2.7
2025-06-06,Smartphone,Electronics,East,150,101040,15.8,3.6
2025-06-06,Smartphone,Electronics,South,60,34416,28.3,3.9
2025-06-06,Throw Pillow,Home,West,50,1147.5,23.5,2.7
2025-06-07,Smartphone,Electronics,East,115,69644,24.3,2
2025-06-07,Wireless Mouse,Electronics,West,116,3105.9,23.5,3.5
